text,toxic
 so nao ouvir hahahahahahaah,0.0
 merece muito ,0.0
"poste uma foto de vc e 3 bias seus e deixe seus mutuals decidirem com quem eles shippam mais vc

to com vergonha mas nao deixem flopar ",0.0
 é a lavanderia de mensagens privadas o stf esquentando produto de roubo pra dar um ar de legalidade,0.0
 noooo mano kkkkkkk eu sou muito burro to bolado,0.0
o grupo manas é o melhor do mundo q q isso irmao,0.0
"melhor notícia de hoje foi que exosc ganhou seu primeiro win mesmo com toda a tentativa falha de boicote da parte de fãé o que eu digo acima do exo só o exo os refescos são ótimos kkk
 ",0.0
 issome engana que eu gostoenquanto vexa mente na primeira metade do ano o lucro líquido do bradesco foi de r 12700 bilhões elevação de 237% em relação ao mesmo período do ano passado de r 10263 bilhõesum pouco maus que seus três concorrentes,0.0
hoje é dia da nossa preciosa maravilhosa e incrivelmente talentosa maknae feliz aniversário meu amor que todos os seus sonhos se realizem por existir e nos abençoar com a sua voz incrível e com o seu sorriso contagiante obrigada eu te amo d  ,0.0
"de eu
para saúde mental",0.0
   curioso pq isso cai como uma luva para a doceira plagiadora que por conta do fracasso ta com medo de lançar o 5° album kkkkk ,1.0
 nao sobrou nenhum copinho ai nao  ,0.0
olha sem condições,0.0
perguntome se alguém vai gostar de mim ao ponto de fazer isto ,0.0
minha nossa e não é que eu chorei msm lendo isso,0.0
 as pessoas não leem o manual do videok7 acha que vão ler e entender o manual de um carro não me surpreenderia se na maioria das vezes o problema que causou o acidente é de quem está dentro do carroe concordo com menos gente usando carros,1.0
 amigo é tipo um cigarro eletrônico,0.0
o nosso amor era pra ser pra sempre você sabe dissoaonde foi que a gente errou me diz onde foi que quebrou e se ainda tá na garantia,0.0
"sextou é dia de mercado sacola comida e doce pro meu amôisso tudo é só uma fase deus vai honrar
cadê esse alvará seu juiz",0.0
pprt parem de se preocupar com status viva a vida dps que morre fica tudo pra trás,0.0
  gente essa coreo já mostra o poder que o seventeen tem,0.0
   sabia que ia chegar até aíé avisado antes sobre o conteudo bowietem tarja de idadenão é como se exibissem pornô pra criança sem aviso,1.0
 petista odeia mulher bomita inteligente e honestase for rica então essas jornalistas invejosas do pt se descabelam,1.0
"um ser completamente de luz

o josh é um verdadeiro anjo eu fico tão orgulhosa de ver o quanto ele supera todos os dia os seus medos definitivamente ele é uma das minhas maiores inspirações 

o josh também é twenty one pilots e merece muito mais reconhecimento e amor ",0.0
só 2 imaginem a drena q era ir com um grupo de amigos fdsss,0.0
 tu tinhas um glow diferente,0.0
  as piadas secas também não são funny e fazem sucesso p,0.0
ok agora tô votando certo nos dois apps,0.0
grande mitada bolsonaro desaparelha comissão de mortos e desaparecidos e coloca para fora o petista paulo pimenta do órgão – noticia brasil online via  nbo04169435,0.0
 reinaldo existem cópias de uma forma ou de outra o brasil vai saber de tudo ,0.0
meu deis gagaaa eu te amooi,0.0
  se fumar não tuíte kkkkkkkkk toma trouxa,0.0
 marrinha de parar mercado kkkkkkkkkk,0.0
francischini prova obtida por hackers não pode servir para libertar lula ,0.0
ninguém está de bem com a vidatodos nós temos jardins secretos e plantações infrutíferasdemonstramos um estado de felicidade porque a felicidade é um ideal que o animal moderno inventou para suportar o peso da sua própria existência,0.0
mariana mandou um vídeo pra gente chorando com enrolados por causa da tpm tudo certo tudo normal ,0.0
vou postar aqui pq na última foto do instagram eu tô com a mesma blusa ,0.0
"mds
soo meu filho tadinho ",0.0
eu já passei por muita coisa mas acho que a mais aterrorizante foi a faculdade de filosofia,0.0
com esses tweets eu confirmei q brasileiros sao bem mais daora mesmo pq com certeza a maioria nao seria grosso igual esses e sairiam varias amizades,0.0
 não existe corpo perfeito quem definiu que isso é bonito você é bonita do seu jeito e isso bastaoutra coisa é você querer ser assim,0.0
"por sempre digo que para saber o que de fato tá acontecendo tem de passar pela timeline do  

olha isso stan que você vem falando desde 2013

",0.0
"meu sonho é te ver pelado na minha frenteou atrásmelhor aindahihi — mano kkkkkkk 
que sonho mixuruca ",1.0
você é o motivo de todos os meus sorrisos que aparecem do nada,0.0
a sensação de pegar o violão e tocar alguns acordes e sair perfeitamente é tão incrível nem consigo descrever,0.0
eu marcando role visto que esse mês não tenho 50 centavos ,0.0
 pesadelo de criança até hj,0.0
quando ta tocando minha música favorita na festa e algum rapaz tenta chegar em mim bem nessa hora ,0.0
 amém,0.0
 paulo como eu amo seus livroscomecei com onze minutos em seguida o alquimista me sinto tentada a partir pra na margem do rio piedra eu sentei e choreivocê é meu escritor brasileiro favorito ,0.0
não é preciso ser religioso para ter respeito pela morte do outroainda que com ele tenhamos diferenças é uma questão humanitáriarespeitar o luto dos que sofrem é expressão de nossa dignidadese não gostava do que morreu dediquelhe o silêncio,0.0
  aconteceu isso com um amigo só q o vbucks não descontou da conta dele e depois q ele tentou o jogo tava pedindo 2950 pra mandar o passe,0.0
tem coisa que eu prefiro n acreditar que seja verdade,0.0
 geral magrelo só feiao na foto mas o incrível é que a tropa já fazia sucesso ,1.0
 vá pedir à bênção dos seus camaradas padre,0.0
to desde ontem tentando não chorar e surtar mas tá cada vez pior vo desativa p n fica tweetando bosta,0.0
vontade de sentar em posição fetal e chorar,0.0
 infelizmente é a nossa realidade,0.0
  vc anda muito ourinho  parece que q a brincadeira de comer o bebê ensinou vc ou nao neh cria vergonha na cara e para de querer aparecer já perdeu a moral que tinha e anda procurando o que mídia cria vergonha irmão vai procurar o que fazer ,1.0
á pessoas q n valem mesmo nada ,1.0
mano eu to tão cansada,0.0
" 
como pode um país ter uma corte dessa só sendo mesmo indicação do pt psdbmdb é isso que dá colocar essa gentalha gentalha no poder",1.0
então pensando em abrir uma live lá no camera prive pra conhecer mais sobre a plataformatopam,0.0
onde jesus passa tem que haver transformação,0.0
bora capitão,0.0
   meus parabéns vocês merecem tudo dê bom espero que viva a vida de vocês longe desse jo…,0.0
só evento bom na cdd final de semana,0.0
é uma intimidade tão boa que me faz bem demaise eu tô aqui chorando demais em saber que as coisas estão dando certo,0.0
 sabe que se ficar feio vou zoar né kkkkkkkkk,1.0
tenho q voltar pra comprar esse roupa kkk ,0.0
 se já amei ontem imagina o novo,0.0
 podre que nem todos os outros androids,1.0
 fefito e edgar devem ter tido sweet dreams noite passada,0.0
  é revoltante o povo ter que ser oprimida pelo um judiciário que só defende a corrupção não podemos deixar esse defensor de organização criminosa calar a verdades de uma nação ,0.0
 não me descia por nada mas ontem tomei pq esqueci de colocar ficou top,0.0
             não se meta nas intimidades dos outros,0.0
 manda nude da alma,0.0
vo fala nada   vo debochar so,0.0
"• 1/1 dribles bemsucedidos
• 2 grandes chances perdidas
• 7/14 duelos vencidos
• 2 faltas cometidas 1 cartão amarelo
• 1 falta sofrida
• 2 cortes
• 1/2 desarmes concluídos",0.0
quando você vê uma enquete no twitter,0.0
"mano me negaram mais uma vez

essa semana a vida tá só na voadora ",0.0
só espero q logo à noite esteja um tempo agradável,0.0
   continua sendo fofo so que tu é a anã,0.0
eu falando com a moça do laboratório po mano marca esse bagulho aí pra mim mesmodesliguei de tanta vergonha,0.0
 super ansiosa p esse show tava sentindo falta dos seus vídeos mto bom saber q vc tá bem que continue assim e que seja mto feliz,0.0
   mas é bonita,0.0
pq as coisas são assim,0.0
 eu seria a guaianazes,0.0
só te amo ,0.0
 sim não quer mais nada,0.0
preciso comprar um chinelo,0.0
nunca gostei do meu sobrenome mas dentro dessa casa virou sagrado uai só falar que vou sair com ele que minha mãe libera pra qualquer lugar,0.0
morro kkkkkkkk,0.0
 vamos comprar óleo de peroba pra passar na cara dessa mulher,1.0
  apaga q ainda dá tempopensando bem não dá não já viu o vídeo ,0.0
nao sei se eu fico de cara com medo ou com tanta fofura,0.0
não tem notícia nem nada,0.0
todo mundo sabe o que é certo e o que é errado vacila quem quer ,0.0
"o que custa marcar a mensagem pra qual você ta rindo
me poupa ficar perguntando 'qual parte' aaaaaaaaaaaaaaaaaaaaaaaa porra",0.0
"maldito

faz parecer fácil",1.0
 acho válidopode ser pera tbmjá q são tudo criado por vó a leite ninho e peravão tá acostumados,0.0
tantas promessas para nada,0.0
o ciúmestodo mundo quer estar com a tiffany kkkkk,0.0
 ana guarde pipoca para torcer pro cabuloso daqui a pouco ,0.0
será que falta muito tempo pra eu ter grana suficiente pra comprar meu pedacinho de terra em maceió e viver na praia,0.0
acabo logo com a graça,0.0
  veteranas que eu me refiro sao artistas consagradas e icones como madonna britney mariah avril xtina e etcariana nao é novata mas ta longe de ser uma veterana igual as que citei,1.0
estou no shopping esperando a hora da sessão do filme começarrei leão ,0.0
infelizmente existem pessoas que só estão interessada no que temos pra oferecer e não no que somos se você para de oferecer o que você tem e passa a oferecer o que você é a pessoa caga pra você to fora de gente assim,0.0
rebolar na frente do espelho é muito desperdício era p eu tá rebolando em vc,1.0
tem umas pessoas que não merece nem o meu aperto de mão,0.0
flamengo vendendo pacote pra final da libertadores já torcedores já se colocando na finalo cheirinho em 2019 vem fortíssimo meus amigos ,0.0
amante braba p mim é aquela que sustenta a bronca de comer marido alheio que quando a fiel descobre e vai na direção bota a cara mesmo sem medo e fala estou com seu marido mesmo e vê o que você pode fazernão essas q é frouxa nega até a morte chora e ainda chama família,1.0
7 milhões euros agoracoisa poucaentre rp wc rl podence é toda a formação do sporting em 1 ano já deve ter roubado mais de 50 milhões euroso sporting está saquemas a cs gosta scp,0.0
pogba com dor nas coatas coutinho e pogba são amigos desde quando ,0.0
tô sumida desse site ,0.0
acho que ta na hora do meu desaparecimento das redes sociais k,0.0
a pronto agr qro trabalhar no zoológico,0.0
qual a graca de ir no show onde um cara fica parado tocando violao 300 shows se n batesse,0.0
na capa do the economist a revista britânica afirmou que o bolsonaro é sem dúvida o chefe de estado mais perigoso em termos ambientais do mundouma das revistas mais renomadas do mundo reconhecendo que o brasileiro elegeu um monstro,1.0
"eipsiuo que acontece aqui fica aqui ok 
(mais uma tirada pelo meu seguidor que trouxe bebida) hahahahahaah fiz ele de fotografo tbm 
obs pós sexo ",1.0
 desse jeito vamos ter que adiar o dia de tomar banho miga,0.0
"missão de hoje visita a farmácia drogasil rua dom pedro ii n0 540foi muito bom estar com vocês  agradecemos o acolhimento e atençãodeus vos abencoe
(fotos autorizadas) ",0.0
tava aq terminando st3 néaí eu parei pra pensei que o steve não passou uma temporada se quer sem estar com a cara toda fodida,1.0
odeio criança,0.0
op [] por cerca de 3 meses todos nós pensamos que aqui eles estavam apenas “sussurrando” quando na verdade estavam “esfregando as bochechas enquanto fingiam sussurrar durante um discurso de aceitação do prêmio”,0.0
to feliz que vou beber uma cerveja com o weslley e é isso que importa hoje,0.0
"a voz dessa mulher é perfeita meu deus


 ",0.0
 só dói na hora mo,0.0
um flagra petralhas pedindo voto aos eleitores de paratyrjo prefeito eleito em 2016 foi cassado por compra de votosa nova eleição determinada pela justiça eleitoral será no próximo dia 04 de agosto,1.0
 juliana pode lotar a gente de stories do show que eu não ligo não,0.0
 acho que essas cidadãs estão cantando algo sobre sambar na cara do brasil,1.0
uhdestruição legal,0.0
"eu vi na tv que quem mto praticava()era mais saudável 
eu fiquei acho que eu sou doente então",0.0
achei que tinha dado problema no app da uber mas tá certo ,0.0
"   até chorei 
n disse por onde",0.0
  ahahahahahahae se ele não gostar do resultado vai exonerar quem isso é um quadro do zorra total,1.0
 manda a foto que eu faço,0.0
sou mt apaixonadaaaaaaaa,0.0
" 

ue

acho q o sentimento seria poxa logo no ar podia ta botando em mim ",0.0
"nicole me manda áudio ai ela falando que sempre que ela tem costura no senai ela lembra de mim falando 
 ah só faço merda ou pedia ajuda

kkkkkkkk mano cada peça que eu estava fazendo eu fazia alguma merda",0.0
